Image Number,Category,Label,Correct ID,Blurry image,Humans present,Other animals present,Not real animal,Image collage
00044247,Mammal,weasel,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044248,Mammal,"dhole, Cuon alpinus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044256,Mammal,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044262,Amphibian,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044265,Mammal,marmot,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044268,Bird,jacamar,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044269,Mammal,"wallaby, brush kangaroo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044270,Mammal,langur,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044287,Mammal,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044288,Amphibian,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044296,Land-Invertebrate,"ant, emmet, pismire",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044300,Land-Invertebrate,"lycaenid, lycaenid butterfly",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044301,Bird,hornbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044305,Mammal,baboon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044307,Mammal,"colobus, colobus monkey",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044311,Bird,"robin, American robin, Turdus migratorius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044313,Fish,"puffer, pufferfish, blowfish, globefish",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044314,Land-Invertebrate,"cicada, cicala",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044317,Bird,hornbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044320,Mammal,tusker,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044321,Reptile,banded gecko,1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00044328,Mammal,sea lion,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044330,Bird,jacamar,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044333,Reptile,green mamba,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044340,Mammal,"porcupine, hedgehog",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044341,Reptile,mud turtle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044343,Mammal,"leopard, Panthera pardus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044349,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",1.0,-1.0,-1.0,-1.0,1.0,-1.0
00044352,Marine-Invertebrate,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",1.0,-1.0,-1.0,0.3333333333333333,-1.0,-1.0
00044355,Marine-Invertebrate,"sea cucumber, holothurian",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044361,Land-Invertebrate,"long-horned beetle, longicorn, longicorn beetle",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044363,Bird,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044364,Mammal,"hyena, hyaena",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044377,Bird,"ruddy turnstone, Arenaria interpres",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044378,Bird,"robin, American robin, Turdus migratorius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044384,Reptile,sea snake,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044385,Bird,"ruddy turnstone, Arenaria interpres",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044390,Land-Invertebrate,rhinoceros beetle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044391,Mammal,sorrel,1.0,-1.0,0.0,-1.0,-1.0,-1.0
00044393,Bird,black grouse,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044395,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044402,Mammal,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",-1.0,1.0,-1.0,-1.0,-1.0,-1.0
00044404,Land-Invertebrate,"grasshopper, hopper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044407,Land-Invertebrate,"cicada, cicala",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044412,Mammal,"wood rabbit, cottontail, cottontail rabbit",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044422,Bird,"black swan, Cygnus atratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044424,Mammal,"three-toed sloth, ai, Bradypus tridactylus",0.0,-1.0,-1.0,-1.0,-1.0,0.0
00044438,Mammal,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044440,Bird,lorikeet,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044459,Reptile,green mamba,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044463,Mammal,"cheetah, chetah, Acinonyx jubatus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044475,Reptile,"green snake, grass snake",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00044476,Land-Invertebrate,"long-horned beetle, longicorn, longicorn beetle",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044480,Reptile,"hognose snake, puff adder, sand viper",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00044481,Bird,"redshank, Tringa totanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044483,Bird,"ostrich, Struthio camelus",1.0,-1.0,-0.3333333333333333,-1.0,-1.0,-1.0
00044484,Mammal,"black-footed ferret, ferret, Mustela nigripes",-1.0,-1.0,1.0,-1.0,-1.0,-1.0
00044490,Land-Invertebrate,"lacewing, lacewing fly",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044491,Land-Invertebrate,"cockroach, roach",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044496,Mammal,"hyena, hyaena",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044504,Amphibian,"axolotl, mud puppy, Ambystoma mexicanum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044505,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00044507,Bird,magpie,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044511,Mammal,"skunk, polecat, wood pussy",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044514,Land-Invertebrate,"cicada, cicala",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044515,Bird,"black swan, Cygnus atratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044522,Bird,spoonbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044533,Marine-Invertebrate,brain coral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044534,Reptile,"hognose snake, puff adder, sand viper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044540,Bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044542,Reptile,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044544,Reptile,water snake,1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00044553,Mammal,"dhole, Cuon alpinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044556,Mammal,bison,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044557,Reptile,"night snake, Hypsiglena torquata",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044563,Fish,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.5,0.0,-1.0,0.0,-1.0,-1.0
00044565,Bird,bittern,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044567,Mammal,gazelle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044574,Land-Invertebrate,weevil,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044577,Reptile,green mamba,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044578,Land-Invertebrate,cricket,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044580,Reptile,"rock python, rock snake, Python sebae",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044581,Marine-Invertebrate,"sea cucumber, holothurian",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044584,Mammal,"echidna, spiny anteater, anteater",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044586,Mammal,"capuchin, ringtail, Cebus capucinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044589,Reptile,"African crocodile, Nile crocodile, Crocodylus niloticus",0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00044591,Bird,ptarmigan,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00044599,Reptile,"rock python, rock snake, Python sebae",-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044600,Mammal,"coyote, prairie wolf, brush wolf, Canis latrans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044603,Land-Invertebrate,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044610,Mammal,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044619,Land-Invertebrate,"cockroach, roach",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044624,Bird,"ostrich, Struthio camelus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044625,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044632,Marine-Invertebrate,"rock crab, Cancer irroratus",-1.0,-1.0,-1.0,0.0,-1.0,-1.0
00044636,Mammal,"Madagascar cat, ring-tailed lemur, Lemur catta",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044637,Marine-Invertebrate,"chiton, coat-of-mail shell, sea cradle, polyplacophore",1.0,-1.0,-1.0,1.0,-1.0,-1.0
00044646,Mammal,"porcupine, hedgehog",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044649,Land-Invertebrate,centipede,1.0,-1.0,-1.0,-1.0,-0.3333333333333333,-1.0
00044653,Mammal,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044657,Fish,"electric ray, crampfish, numbfish, torpedo",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044659,Reptile,"common iguana, iguana, Iguana iguana",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044660,Fish,"barracouta, snoek",-1.0,-1.0,1.0,-1.0,-1.0,-1.0
00044671,Land-Invertebrate,"nematode, nematode worm, roundworm",1.0,-1.0,-1.0,-1.0,-1.0,-0.3333333333333333
00044676,Land-Invertebrate,"black widow, Latrodectus mactans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044677,Bird,"red-breasted merganser, Mergus serrator",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044679,Mammal,"white wolf, Arctic wolf, Canis lupus tundrarum",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00044684,Mammal,"red wolf, maned wolf, Canis rufus, Canis niger",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044686,Land-Invertebrate,admiral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044694,Bird,bustard,1.0,-1.0,1.0,-1.0,1.0,-1.0
00044698,Reptile,alligator lizard,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044704,Mammal,marmoset,1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00044706,Bird,"goldfinch, Carduelis carduelis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044707,Mammal,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044708,Marine-Invertebrate,"sea slug, nudibranch",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044711,Land-Invertebrate,admiral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044715,Mammal,"lynx, catamount",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044726,Bird,"little blue heron, Egretta caerulea",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044728,Mammal,badger,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044732,Mammal,"coyote, prairie wolf, brush wolf, Canis latrans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044748,Mammal,"grey fox, gray fox, Urocyon cinereoargenteus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044749,Bird,"albatross, mollymawk",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044755,Reptile,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044756,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044760,Land-Invertebrate,weevil,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044761,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044765,Mammal,"timber wolf, grey wolf, gray wolf, Canis lupus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044769,Mammal,llama,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044771,Mammal,gazelle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044774,Mammal,"Madagascar cat, ring-tailed lemur, Lemur catta",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044777,Marine-Invertebrate,sea urchin,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044781,Mammal,"chimpanzee, chimp, Pan troglodytes",1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00044788,Fish,"hammerhead, hammerhead shark",1.0,1.0,-1.0,0.0,-1.0,-1.0
00044797,Bird,vulture,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044814,Marine-Invertebrate,"Dungeness crab, Cancer magister",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044822,Reptile,alligator lizard,0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00044824,Land-Invertebrate,"walking stick, walkingstick, stick insect",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00044827,Mammal,marmoset,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044832,Mammal,sorrel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044836,Marine-Invertebrate,"rock crab, Cancer irroratus",-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044839,Marine-Invertebrate,"flatworm, platyhelminth",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044842,Mammal,"red wolf, maned wolf, Canis rufus, Canis niger",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044852,Amphibian,eft,1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00044855,Amphibian,"tree frog, tree-frog",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044862,Reptile,banded gecko,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044876,Mammal,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044884,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044891,Bird,partridge,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044892,Land-Invertebrate,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044893,Amphibian,"axolotl, mud puppy, Ambystoma mexicanum",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00044896,Fish,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044901,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",-1.0,0.0,-1.0,-1.0,-1.0,-1.0
00044903,Bird,hornbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044914,Mammal,langur,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044916,Bird,"red-breasted merganser, Mergus serrator",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044919,Bird,"ruddy turnstone, Arenaria interpres",1.0,-1.0,-1.0,1.0,-1.0,-1.0
00044921,Bird,"bald eagle, American eagle, Haliaeetus leucocephalus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044922,Reptile,"garter snake, grass snake",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00044925,Mammal,"lynx, catamount",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044929,Mammal,"skunk, polecat, wood pussy",1.0,-1.0,0.0,-1.0,0.0,-1.0
00044933,Bird,"black swan, Cygnus atratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044934,Reptile,agama,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044946,Fish,"puffer, pufferfish, blowfish, globefish",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044947,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044948,Mammal,"guinea pig, Cavia cobaya",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044952,Land-Invertebrate,cabbage butterfly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044954,Mammal,"kit fox, Vulpes macrotis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044957,Mammal,"grey fox, gray fox, Urocyon cinereoargenteus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044959,Fish,"rock beauty, Holocanthus tricolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044966,Bird,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00044975,Bird,"ostrich, Struthio camelus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044980,Reptile,"frilled lizard, Chlamydosaurus kingi",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044983,Mammal,"three-toed sloth, ai, Bradypus tridactylus",1.0,-1.0,1.0,-1.0,-1.0,0.0
00044986,Mammal,hartebeest,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044987,Reptile,"Gila monster, Heloderma suspectum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044990,Land-Invertebrate,"ant, emmet, pismire",1.0,-1.0,-1.0,-1.0,1.0,-1.0
00044991,Marine-Invertebrate,"sea slug, nudibranch",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044992,Bird,"redshank, Tringa totanus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044993,Amphibian,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00044996,Reptile,"American chameleon, anole, Anolis carolinensis",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00044999,Bird,bustard,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00045006,Bird,dowitcher,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045007,Bird,lorikeet,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045009,Land-Invertebrate,tiger beetle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045010,Mammal,warthog,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045019,Reptile,"Indian cobra, Naja naja",0.6666666666666666,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00045022,Marine-Invertebrate,"crayfish, crawfish, crawdad, crawdaddy",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00045026,Mammal,"Arctic fox, white fox, Alopex lagopus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045028,Marine-Invertebrate,"starfish, sea star",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045029,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045031,Land-Invertebrate,snail,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045036,Marine-Invertebrate,"sea anemone, anemone",1.0,-1.0,-1.0,0.0,-1.0,-1.0
00045037,Mammal,baboon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045042,Reptile,"boa constrictor, Constrictor constrictor",0.6666666666666666,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00045043,Bird,"prairie chicken, prairie grouse, prairie fowl",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045045,Reptile,"hognose snake, puff adder, sand viper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045049,Mammal,llama,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045051,Bird,hornbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045054,Bird,"limpkin, Aramus pictus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045058,Mammal,"proboscis monkey, Nasalis larvatus",1.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00045061,Land-Invertebrate,"nematode, nematode worm, roundworm",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045062,Bird,jay,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045063,Mammal,"three-toed sloth, ai, Bradypus tridactylus",1.0,-1.0,-1.0,-1.0,-1.0,0.0
00045065,Reptile,sea snake,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045070,Mammal,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045077,Reptile,"African crocodile, Nile crocodile, Crocodylus niloticus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045086,Mammal,wombat,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045088,Bird,dowitcher,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045098,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045101,Amphibian,"common newt, Triturus vulgaris",-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00045102,Land-Invertebrate,cabbage butterfly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045103,Mammal,"Indian elephant, Elephas maximus",0.0,1.0,-1.0,-1.0,-1.0,-1.0
00045108,Mammal,"wild boar, boar, Sus scrofa",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045116,Bird,dowitcher,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045120,Amphibian,"European fire salamander, Salamandra salamandra",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045123,Mammal,macaque,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045124,Marine-Invertebrate,brain coral,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00045125,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045127,Mammal,"three-toed sloth, ai, Bradypus tridactylus",0.5,-1.0,-1.0,-1.0,-1.0,0.0
00045129,Reptile,"boa constrictor, Constrictor constrictor",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00045132,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045133,Fish,"hammerhead, hammerhead shark",1.0,1.0,-1.0,-1.0,-1.0,-1.0
00045135,Mammal,zebra,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045139,Mammal,"leopard, Panthera pardus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045140,Mammal,"echidna, spiny anteater, anteater",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045150,Bird,"robin, American robin, Turdus migratorius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045156,Mammal,"gorilla, Gorilla gorilla",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00045157,Reptile,"American chameleon, anole, Anolis carolinensis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045161,Fish,"rock beauty, Holocanthus tricolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045164,Mammal,marmoset,0.6666666666666666,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00045171,Mammal,"grey fox, gray fox, Urocyon cinereoargenteus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045172,Bird,"brambling, Fringilla montifringilla",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045174,Mammal,hartebeest,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045175,Mammal,"Arctic fox, white fox, Alopex lagopus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045180,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045183,Land-Invertebrate,"nematode, nematode worm, roundworm",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045185,Mammal,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045188,Reptile,"hognose snake, puff adder, sand viper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045189,Mammal,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045192,Marine-Invertebrate,conch,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00045193,Mammal,"skunk, polecat, wood pussy",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00045198,Bird,chickadee,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045200,Bird,bee eater,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045202,Marine-Invertebrate,brain coral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045212,Reptile,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045222,Mammal,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00045223,Reptile,"Gila monster, Heloderma suspectum",1.0,-1.0,0.3333333333333333,-1.0,1.0,-1.0
00045227,Land-Invertebrate,bee,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045230,Mammal,macaque,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045234,Bird,quail,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045245,Mammal,"wallaby, brush kangaroo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045247,Reptile,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045251,Mammal,sorrel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00045256,Reptile,"garter snake, grass snake",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
